sex,age,race,c_charge_degree,c_charge_desc,juv_fel_count,juv_misd_count,juv_other_count,priors_count,is_recid,r_charge_degree,r_charge_desc,is_violent_recid,vr_charge_degree,vr_charge_desc,two_year_recid,dob_year,event_date_day,event_date_month,event_date_year
Female,41,African-American,F,violence,0,0,0,0,0,NA,NA,0,NA,NA,0,1974,1,1,2014
Male,32,African-American,F,drugs,0,0,0,17,1,M2,traffic,0,NA,NA,1,1983,12,10,2014
Male,53,Caucasian,M,violence,0,0,0,1,0,NA,NA,0,NA,NA,0,1962,15,1,2013
Male,25,Other,F,other,0,0,0,0,0,NA,NA,0,NA,NA,0,1990,12,8,2013
Male,28,Caucasian,F,violence,0,0,0,0,1,M1,other,1,M1,other,1,1987,25,10,2014
Male,28,African-American,M,violence,0,0,0,10,1,M2,traffic,0,NA,NA,1,1988,5,2,2014
Male,24,Caucasian,F,violence,0,0,0,3,1,M2,other,0,NA,NA,1,1991,30,1,2014
Female,28,African-American,M,violence,1,0,0,1,1,M2,robbery,0,NA,NA,1,1987,30,9,2013
Male,21,Other,F,robbery,0,0,0,0,0,NA,NA,0,NA,NA,0,1994,1,5,2013
Female,48,Caucasian,M,other,0,0,0,1,0,NA,NA,0,NA,NA,0,1968,20,2,2013
Male,49,Caucasian,F,violence,0,0,0,1,0,NA,NA,0,NA,NA,0,1967,27,1,2014
Male,22,African-American,F,robbery,0,0,0,0,0,NA,NA,0,NA,NA,0,1993,5,2,2014
Male,26,African-American,F,other,0,0,0,5,1,F7,violence,1,F7,violence,1,1989,9,4,2013
Female,54,African-American,F,robbery,0,0,0,6,0,NA,NA,0,NA,NA,0,1961,1,12,2013
Male,60,Other,M,violence,0,0,0,1,0,NA,NA,0,NA,NA,0,1955,22,2,2014
Male,36,African-American,M,violence,0,1,0,4,0,NA,NA,0,NA,NA,0,1979,24,9,2013
Male,43,Hispanic,M,traffic,0,0,0,1,0,NA,NA,0,NA,NA,0,1972,3,8,2013
Male,34,African-American,F,traffic,0,0,0,3,0,NA,NA,0,NA,NA,0,1982,1,8,2013
Male,37,African-American,M,violence,0,0,0,4,1,M1,violence,1,M1,violence,1,1979,18,2,2014
Male,50,Caucasian,F,other,0,0,0,1,0,NA,NA,0,NA,NA,0,1965,1,10,2012
Male,32,Caucasian,F,other,0,0,0,5,1,M1,drugs,0,NA,NA,1,1983,26,12,2012
Male,22,Caucasian,F,drugs,0,2,0,3,1,M1,drugs,0,NA,NA,1,1994,7,5,2013
Female,31,Hispanic,M,violence,0,0,0,0,0,NA,NA,0,NA,NA,0,1984,8,3,2013
Male,37,African-American,M,violence,0,0,0,3,0,NA,NA,0,NA,NA,0,1978,17,5,2013
Male,33,Native American,M,violence,1,0,0,9,1,M1,violence,1,F3,violence,1,1982,6,6,2013
Male,21,African-American,F,robbery,0,0,0,0,1,M1,other,0,NA,NA,1,1994,17,2,2013
Male,53,African-American,M,other,0,0,0,1,0,NA,NA,0,NA,NA,0,1962,2,1,2013
Male,58,Hispanic,F,robbery,0,0,0,1,0,NA,NA,0,NA,NA,0,1957,27,1,2013
Female,38,Caucasian,M,other,0,0,0,1,0,NA,NA,0,NA,NA,0,1977,18,12,2013
Male,30,African-American,F,other,0,0,0,11,1,M1,violence,0,NA,NA,1,1986,2,4,2013
Male,43,Other,F,other,0,0,0,3,0,NA,NA,0,NA,NA,0,1973,29,8,2013
Male,43,African-American,F,other,0,0,0,4,1,M2,other,0,NA,NA,0,1972,26,1,2013
Female,58,Hispanic,F,other,0,0,0,1,0,NA,NA,0,NA,NA,0,1957,30,10,2013
Male,21,African-American,F,drugs,0,0,0,1,1,F3,drugs,0,NA,NA,1,1994,1,1,2014
Male,39,African-American,F,robbery,0,0,0,5,0,NA,NA,0,NA,NA,0,1976,22,5,2013
Male,24,African-American,F,drugs,0,0,0,3,1,M1,drugs,0,NA,NA,1,1991,13,9,2013
Male,51,Hispanic,F,other,0,0,0,0,1,M2,traffic,0,NA,NA,1,1964,21,5,2013
Male,22,African-American,F,other,0,0,0,1,0,NA,NA,0,NA,NA,0,1994,19,4,2013
Male,38,Hispanic,F,robbery,0,0,0,0,0,NA,NA,0,NA,NA,0,1977,12,12,2013
Male,46,African-American,F,robbery,0,0,0,5,1,M2,traffic,0,NA,NA,1,1970,5,1,2013
Male,31,Caucasian,F,drugs,0,0,0,17,1,F3,traffic,0,NA,NA,1,1984,14,10,2014
Male,33,African-American,F,other,0,0,0,3,0,NA,NA,0,NA,NA,0,1982,30,5,2013
Male,24,Hispanic,M,violence,0,0,0,3,1,M1,other,1,F3,other,1,1992,24,3,2014
Male,35,African-American,F,drugs,0,0,0,4,1,F2,violence,1,F2,violence,1,1981,9,8,2012
Male,35,Caucasian,M,other,0,0,0,2,1,M1,violence,1,F3,other,1,1980,27,8,2013
Male,21,Caucasian,F,robbery,0,2,1,2,1,F2,robbery,1,F2,robbery,1,1995,14,10,2014
Male,23,Hispanic,M,violence,0,0,0,0,1,M1,violence,1,M1,violence,1,1992,3,3,2014
Male,58,Caucasian,F,traffic,0,0,0,1,0,NA,NA,0,NA,NA,0,1958,16,5,2013
Male,26,African-American,M,other,0,1,0,5,0,NA,NA,0,NA,NA,0,1990,3,5,2013
Male,36,Caucasian,M,traffic,0,0,0,2,0,NA,NA,0,NA,NA,0,1979,23,3,2013
Female,35,African-American,F,traffic,0,0,0,7,1,M2,traffic,0,NA,NA,1,1980,4,9,2013
Male,25,Caucasian,F,other,0,0,0,2,1,M2,robbery,0,NA,NA,1,1990,15,8,2014
Male,31,Caucasian,F,robbery,0,0,0,1,1,M1,drugs,1,M1,violence,1,1985,13,11,2014
Male,38,Caucasian,F,drugs,0,0,0,0,0,NA,NA,0,NA,NA,0,1977,6,9,2013
Male,51,Hispanic,M,violence,0,0,0,1,0,NA,NA,0,NA,NA,0,1964,25,12,2013
Male,21,African-American,M,violence,0,0,0,0,1,F3,other,0,NA,NA,1,1994,21,2,2013
Female,23,African-American,F,other,0,0,0,1,0,NA,NA,0,NA,NA,0,1993,22,12,2013
Male,51,Caucasian,F,other,0,0,0,6,1,M2,robbery,0,NA,NA,1,1964,12,5,2014
Male,30,Other,F,other,0,0,0,5,1,M2,other,0,NA,NA,1,1986,18,5,2013
Male,65,Caucasian,F,drugs,0,0,0,1,1,F3,drugs,0,NA,NA,1,1951,8,4,2014
Male,57,African-American,F,violence,0,0,0,3,0,NA,NA,0,NA,NA,0,1958,27,4,2013
Male,22,Hispanic,M,violence,0,0,0,0,1,M1,robbery,0,NA,NA,1,1993,1,11,2013
Male,24,African-American,F,drugs,0,0,0,0,0,NA,NA,0,NA,NA,0,1992,15,1,2014
Female,26,African-American,F,other,0,0,0,1,0,NA,NA,0,NA,NA,0,1989,21,1,2014
Female,29,Caucasian,M,traffic,0,0,0,1,1,F3,drugs,0,NA,NA,1,1986,1,6,2014
Female,44,Caucasian,F,robbery,0,0,0,0,1,M2,robbery,0,NA,NA,1,1972,25,10,2013
Male,20,African-American,M,violence,0,0,0,0,1,M2,traffic,0,NA,NA,1,1995,26,12,2013
Male,31,African-American,F,drugs,0,0,1,10,1,F3,robbery,0,NA,NA,1,1984,19,1,2013
Male,27,African-American,F,other,0,0,0,0,0,NA,NA,0,NA,NA,0,1989,11,2,2014
Male,20,Hispanic,F,robbery,0,2,1,2,1,F2,robbery,0,NA,NA,1,1995,23,9,2013
Male,26,Caucasian,F,drugs,0,0,0,2,0,NA,NA,0,NA,NA,0,1989,29,3,2013
Male,22,Caucasian,M,drugs,0,0,0,2,1,M2,traffic,0,NA,NA,1,1994,8,9,2013
Male,20,Caucasian,F,robbery,0,0,0,0,1,M1,other,0,NA,NA,1,1995,26,8,2013
Male,33,African-American,F,violence,0,0,0,8,0,NA,NA,0,NA,NA,0,1983,3,1,2014
Male,35,African-American,M,other,0,0,0,10,1,F3,other,1,F3,other,1,1981,18,5,2013
Male,22,Caucasian,F,drugs,0,0,0,0,1,F3,other,1,F3,robbery,0,1994,19,2,2013
Male,21,African-American,F,other,0,0,0,2,1,M1,other,1,F2,other,1,1994,13,9,2013
Male,49,Hispanic,F,violence,0,0,0,0,0,NA,NA,0,NA,NA,0,1966,26,4,2013
Female,39,Caucasian,M,other,0,0,0,0,1,M1,violence,1,M1,violence,1,1976,22,3,2013
Male,32,Caucasian,F,drugs,0,0,0,4,1,M2,traffic,0,NA,NA,1,1984,4,12,2013
Male,54,African-American,M,other,0,0,0,9,0,NA,NA,0,NA,NA,0,1961,16,3,2003
Male,44,African-American,M,other,0,0,0,2,0,NA,NA,0,NA,NA,0,1971,25,1,2013
Male,23,African-American,F,robbery,1,0,1,3,0,NA,NA,0,NA,NA,0,1992,30,1,2013
Male,53,African-American,M,violence,0,0,0,0,0,NA,NA,0,NA,NA,0,1962,1,9,2013
Male,21,African-American,F,violence,0,1,0,2,1,M1,violence,1,M1,violence,1,1994,21,8,2014
Male,28,African-American,F,drugs,0,0,0,1,1,F2,drugs,0,NA,NA,1,1987,29,3,2013
Male,30,African-American,F,traffic,0,0,1,5,1,F3,other,1,M1,violence,1,1985,3,3,2013
Male,24,Other,F,other,0,0,0,5,1,F3,other,0,NA,NA,1,1991,7,10,2014
Male,28,African-American,M,drugs,0,0,0,5,0,NA,NA,0,NA,NA,0,1988,16,3,2013
Male,42,Caucasian,M,violence,0,0,0,1,0,NA,NA,0,NA,NA,0,1973,1,2,2014
Male,19,African-American,F,robbery,0,1,0,2,1,M1,robbery,0,NA,NA,1,1996,30,8,2014
Male,55,Other,F,other,0,0,0,4,0,NA,NA,0,NA,NA,0,1960,10,1,2014
Female,53,Caucasian,M,other,0,0,0,0,0,NA,NA,0,NA,NA,0,1963,8,12,2013
Male,25,Caucasian,F,violence,0,0,0,1,0,NA,NA,0,NA,NA,0,1990,24,12,2013
Male,46,Hispanic,F,drugs,0,0,0,12,1,F3,traffic,0,NA,NA,1,1970,18,7,2013
Male,41,African-American,F,robbery,0,0,0,1,0,NA,NA,0,NA,NA,0,1974,22,2,2014
Male,21,Other,F,other,0,0,0,0,0,NA,NA,0,NA,NA,0,1994,19,4,2013
Male,30,African-American,F,violence,0,0,0,1,0,NA,NA,0,NA,NA,0,1985,1,3,2013
Male,24,Caucasian,F,drugs,0,0,0,0,0,NA,NA,0,NA,NA,0,1992,30,3,2013
Male,56,African-American,M,violence,0,0,0,4,1,F2,violence,1,F2,violence,1,1959,27,11,2013
Male,61,African-American,M,traffic,0,0,0,20,1,M1,other,0,NA,NA,1,1954,14,1,2013
Female,26,African-American,M,violence,0,0,0,1,0,NA,NA,0,NA,NA,0,1989,8,9,2013
Female,27,Caucasian,F,robbery,0,0,0,6,1,M2,robbery,0,NA,NA,1,1988,25,3,2014
Female,57,Caucasian,F,other,0,0,0,4,0,NA,NA,0,NA,NA,0,1958,14,3,2013
Male,38,Hispanic,F,violence,0,0,0,1,0,NA,NA,0,NA,NA,0,1978,20,12,2013
Male,25,African-American,M,traffic,0,0,0,2,1,M2,traffic,0,NA,NA,1,1991,26,1,2013
Male,57,Caucasian,M,other,0,0,0,0,0,NA,NA,0,NA,NA,0,1959,3,1,2014
Female,22,African-American,M,violence,0,0,0,0,1,M2,traffic,1,M1,violence,1,1993,28,10,2014
Male,28,African-American,F,robbery,0,0,0,2,1,M1,drugs,0,NA,NA,1,1988,5,3,2013
Male,37,Hispanic,M,violence,0,0,0,3,1,M2,other,0,NA,NA,1,1978,31,3,2013
Male,28,African-American,F,other,1,0,0,5,1,F3,other,1,F3,other,1,1987,11,10,2013
Male,47,Hispanic,M,traffic,0,0,0,3,1,F3,robbery,0,NA,NA,1,1968,7,2,2013
Male,27,African-American,F,other,0,0,0,8,1,M2,robbery,1,M1,violence,1,1988,26,4,2012
Male,22,African-American,F,other,0,0,0,1,0,NA,NA,0,NA,NA,0,1993,5,3,2013
Male,57,African-American,F,drugs,0,0,0,0,1,M1,drugs,0,NA,NA,1,1958,20,8,2014
Female,24,Caucasian,F,drugs,0,0,0,0,0,NA,NA,0,NA,NA,0,1991,8,10,2013
Male,56,African-American,F,other,0,0,0,1,0,NA,NA,0,NA,NA,0,1959,15,10,2013
Male,44,African-American,M,traffic,0,0,0,1,0,NA,NA,0,NA,NA,0,1971,29,1,2013
Male,52,African-American,M,traffic,0,0,0,15,1,M2,traffic,0,NA,NA,1,1964,15,1,2014
Male,26,African-American,F,robbery,0,0,0,2,1,F3,robbery,0,NA,NA,1,1989,22,4,2013
Male,96,Hispanic,F,violence,0,0,0,2,1,M2,robbery,0,NA,NA,1,1919,28,3,2014
Male,37,African-American,F,violence,0,1,0,13,1,M1,drugs,0,NA,NA,1,1978,16,10,2013
Male,50,Caucasian,M,violence,0,0,0,1,0,NA,NA,0,NA,NA,0,1966,20,1,2013
Male,34,Caucasian,F,other,0,0,0,2,0,NA,NA,0,NA,NA,0,1981,14,2,2014
Male,45,Caucasian,M,other,0,0,0,4,1,M2,traffic,0,NA,NA,1,1970,4,1,2013
Male,35,African-American,F,other,0,0,0,10,1,F3,robbery,0,NA,NA,1,1980,4,11,2014
Male,22,Caucasian,F,drugs,0,0,3,1,1,F3,drugs,0,NA,NA,1,1993,16,9,2013
Male,26,Caucasian,F,drugs,0,0,0,5,1,F3,robbery,1,F2,robbery,1,1990,8,9,2014
Male,30,Caucasian,M,other,0,0,0,0,1,M2,traffic,0,NA,NA,1,1985,13,12,2013
Male,24,Caucasian,F,drugs,0,0,0,0,0,NA,NA,0,NA,NA,0,1991,16,12,2013
Female,25,Caucasian,F,drugs,0,0,0,0,0,NA,NA,0,NA,NA,0,1990,28,10,2013
Male,34,African-American,F,other,3,1,0,9,1,M1,violence,0,NA,NA,1,1981,4,6,2014
Male,36,African-American,F,other,0,0,0,14,1,M1,drugs,0,NA,NA,1,1979,31,1,2013
Male,61,African-American,F,drugs,0,0,0,5,0,NA,NA,0,NA,NA,0,1954,11,1,2013
Male,55,African-American,M,other,0,0,0,3,1,M1,other,0,NA,NA,1,1961,17,8,2012
Male,26,Caucasian,F,other,0,0,0,2,1,F3,drugs,0,NA,NA,1,1989,26,3,2013
Male,21,Caucasian,F,other,0,0,0,0,0,NA,NA,0,NA,NA,0,1994,5,3,2013
Male,26,African-American,F,robbery,0,0,0,7,1,M2,traffic,0,NA,NA,1,1990,22,2,2013
Male,24,Caucasian,F,other,0,0,0,0,0,NA,NA,0,NA,NA,0,1991,30,3,2013
Male,44,African-American,M,violence,2,0,0,19,1,M1,violence,1,M1,violence,1,1971,3,8,2014
Male,33,Other,M,violence,0,0,0,0,0,NA,NA,0,NA,NA,0,1982,10,3,2013
Male,56,African-American,F,other,0,0,0,5,1,M1,other,0,NA,NA,1,1959,8,5,2013
Male,51,Caucasian,F,violence,0,0,0,0,0,NA,NA,0,NA,NA,0,1964,4,2,2013
Male,20,Caucasian,F,other,0,0,0,0,1,F3,robbery,0,NA,NA,1,1996,23,10,2014
Female,36,African-American,M,violence,0,0,0,1,0,NA,NA,0,NA,NA,0,1979,5,5,2013
Male,32,African-American,F,traffic,1,3,0,24,1,F3,violence,1,F3,violence,1,1983,14,11,2014
Female,27,Caucasian,F,other,0,0,0,1,1,M1,violence,1,M1,violence,1,1989,29,9,2014
Male,22,African-American,F,robbery,0,0,0,1,1,M1,drugs,0,NA,NA,1,1993,16,1,2013
Male,32,African-American,F,other,0,0,0,4,1,M1,violence,1,M1,violence,1,1983,14,2,2013
Male,45,Hispanic,F,violence,0,0,0,8,0,NA,NA,0,NA,NA,0,1970,27,1,2013
Male,41,African-American,F,violence,0,0,0,8,0,NA,NA,0,NA,NA,0,1975,8,3,2013
Male,21,Hispanic,F,robbery,0,0,0,0,1,M2,robbery,0,NA,NA,1,1994,23,8,2013
Male,47,African-American,F,other,0,0,0,5,0,NA,NA,0,NA,NA,0,1968,4,3,2014
Male,24,African-American,M,violence,0,0,0,1,0,NA,NA,0,NA,NA,0,1991,4,2,2013
Female,43,Caucasian,M,other,0,0,0,0,0,NA,NA,0,NA,NA,0,1972,10,2,2013
Female,22,African-American,F,robbery,0,0,0,0,0,NA,NA,0,NA,NA,0,1993,20,6,2013
Male,29,Caucasian,M,traffic,0,0,0,1,0,NA,NA,0,NA,NA,0,1986,4,12,2013
Male,36,African-American,M,violence,0,0,0,2,1,M1,violence,1,M1,violence,1,1979,24,8,2014
Female,24,African-American,F,other,0,0,0,0,0,NA,NA,0,NA,NA,0,1992,18,10,2013
Male,40,Other,F,violence,0,0,0,1,0,NA,NA,0,NA,NA,0,1975,30,9,2013
Male,34,African-American,F,other,0,0,0,12,1,F3,drugs,0,NA,NA,1,1982,5,9,2013
Male,49,African-American,F,traffic,0,0,0,29,1,M2,other,0,NA,NA,1,1966,24,1,2014
Male,63,Caucasian,M,other,0,0,0,5,0,NA,NA,0,NA,NA,0,1953,1,3,2013
Male,34,Caucasian,F,drugs,0,0,0,0,0,NA,NA,0,NA,NA,0,1982,10,4,2013
Female,70,Other,F,robbery,0,0,0,0,0,NA,NA,0,NA,NA,0,1945,18,4,2013
Male,31,Caucasian,F,other,0,0,0,1,1,F3,other,1,F3,other,1,1984,3,7,2014
Male,21,African-American,F,robbery,0,0,0,1,0,NA,NA,0,NA,NA,0,1994,21,3,2013
Male,21,African-American,F,drugs,0,0,1,2,1,M1,drugs,0,NA,NA,1,1995,31,1,2014
Male,21,African-American,F,other,0,0,0,3,1,F3,robbery,0,NA,NA,1,1994,26,1,2014
Female,33,African-American,F,violence,0,0,0,5,0,NA,NA,0,NA,NA,0,1983,19,9,2013
Male,25,African-American,F,other,0,0,0,2,0,NA,NA,0,NA,NA,0,1990,2,1,2013
Female,27,Caucasian,F,violence,0,0,0,0,0,NA,NA,0,NA,NA,0,1988,19,2,2014
Male,30,African-American,F,other,0,0,1,3,1,M2,traffic,0,NA,NA,0,1986,17,2,2014
Male,34,African-American,F,other,0,0,0,0,0,NA,NA,0,NA,NA,0,1981,14,3,2014
Male,27,African-American,F,robbery,0,0,0,11,1,F3,other,0,NA,NA,1,1988,23,4,2013
Male,27,African-American,F,robbery,2,1,0,5,1,F3,robbery,1,F3,robbery,1,1989,28,6,2013
Male,20,Caucasian,M,violence,0,0,0,0,1,M1,violence,1,M1,violence,1,1995,13,9,2013
Female,42,African-American,F,violence,0,0,0,2,0,NA,NA,0,NA,NA,0,1974,25,11,2013
Male,26,African-American,F,other,0,0,0,3,1,M1,drugs,0,NA,NA,1,1990,11,1,2013
Male,24,African-American,M,violence,0,0,0,1,0,NA,NA,0,NA,NA,0,1991,20,9,2013
Male,35,African-American,F,traffic,0,0,0,5,1,M1,other,0,NA,NA,1,1980,5,9,2013
Male,26,Caucasian,F,drugs,0,0,0,1,1,F3,drugs,0,NA,NA,1,1989,17,3,2014
Male,25,African-American,M,traffic,0,0,0,0,1,M2,traffic,0,NA,NA,1,1990,2,9,2013
Female,21,African-American,M,violence,0,0,0,0,0,NA,NA,0,NA,NA,0,1994,26,12,2013
Male,26,Caucasian,M,violence,0,0,0,0,1,M2,other,0,NA,NA,1,1990,20,4,2013
Female,31,Caucasian,F,robbery,0,0,0,0,1,M1,drugs,0,NA,NA,1,1984,18,5,2014
Male,30,African-American,F,violence,0,0,0,3,1,M1,other,0,NA,NA,1,1985,27,5,2013
Male,23,Hispanic,F,robbery,0,0,0,0,0,NA,NA,0,NA,NA,0,1992,30,12,2013
Male,45,Caucasian,F,robbery,0,0,0,19,1,F3,robbery,0,NA,NA,1,1970,14,3,2014
Female,54,Caucasian,F,violence,0,0,0,0,1,M2,traffic,1,M1,violence,1,1961,5,9,2013
Female,25,Caucasian,F,other,0,0,0,2,1,M2,traffic,0,NA,NA,1,1990,25,11,2013
Male,28,African-American,F,other,0,0,0,9,1,M1,drugs,0,NA,NA,1,1988,18,10,2014
Male,52,Caucasian,M,violence,0,0,0,1,0,NA,NA,0,NA,NA,0,1963,1,4,2013
Male,31,African-American,F,drugs,0,0,0,6,0,NA,NA,0,NA,NA,0,1984,11,10,2013
Male,28,African-American,F,traffic,1,0,0,12,0,NA,NA,0,NA,NA,0,1987,11,3,2014
Male,62,African-American,M,other,0,0,0,3,1,M1,other,0,NA,NA,1,1954,29,12,2013
Male,22,Caucasian,F,drugs,0,1,0,2,1,M2,traffic,1,F3,violence,1,1994,1,3,2013
Male,51,African-American,F,drugs,0,0,0,12,1,M1,drugs,0,NA,NA,1,1964,27,12,2013
Male,38,African-American,F,drugs,0,0,0,5,0,NA,NA,0,NA,NA,0,1977,29,11,2013
Male,23,African-American,F,violence,0,0,0,1,1,F3,violence,1,F3,violence,1,1992,15,12,2013
Female,26,African-American,F,drugs,0,0,0,5,1,F3,other,1,F1,robbery,1,1989,19,10,2014
Male,26,Caucasian,M,violence,0,0,0,1,0,NA,NA,0,NA,NA,0,1989,31,7,2012
Male,29,African-American,M,violence,0,0,1,2,1,F3,drugs,0,NA,NA,0,1986,29,1,2013
Male,36,Hispanic,M,violence,0,0,0,1,0,NA,NA,0,NA,NA,0,1980,10,2,2014
Male,47,Caucasian,M,violence,0,0,0,13,1,M1,violence,1,M1,violence,1,1969,14,4,2013
Male,27,Caucasian,F,drugs,0,0,0,2,1,M1,traffic,0,NA,NA,1,1989,16,11,2013
Male,27,Caucasian,M,drugs,0,0,0,0,1,M2,traffic,0,NA,NA,1,1988,16,10,2014
Male,24,Caucasian,F,robbery,0,0,0,0,0,NA,NA,0,NA,NA,0,1991,14,1,2013
Female,24,African-American,F,robbery,0,0,0,1,0,NA,NA,0,NA,NA,0,1992,14,11,2013
Male,27,African-American,F,traffic,0,1,0,10,1,F3,drugs,1,F1,robbery,1,1988,22,8,2013
Male,33,Hispanic,M,traffic,0,0,0,2,0,NA,NA,0,NA,NA,0,1983,7,5,2013
Male,20,Other,M,violence,0,0,0,0,1,M1,drugs,0,NA,NA,1,1996,25,1,2014
Male,26,Caucasian,F,drugs,0,0,0,0,0,NA,NA,0,NA,NA,0,1989,2,1,2013
Female,48,African-American,M,violence,0,0,0,0,0,NA,NA,0,NA,NA,0,1967,12,1,2014
Male,42,African-American,F,violence,0,0,0,7,1,M1,other,1,F3,violence,1,1973,7,3,2014
Female,33,Caucasian,M,drugs,0,0,0,0,1,M1,drugs,0,NA,NA,1,1982,13,2,2013
Female,34,Native American,F,other,0,0,0,4,1,F3,drugs,0,NA,NA,1,1981,14,8,2013
Male,28,Hispanic,F,violence,0,0,0,2,1,M2,traffic,1,M1,violence,1,1988,3,3,2013
Male,38,Caucasian,M,violence,0,0,0,2,0,NA,NA,0,NA,NA,0,1977,21,1,2013
Male,20,African-American,F,other,9,0,0,9,1,M1,other,0,NA,NA,1,1995,7,10,2013
Female,41,African-American,M,violence,0,0,0,2,0,NA,NA,0,NA,NA,0,1975,4,8,2013
Male,25,Other,F,violence,0,0,0,0,1,M1,violence,1,M1,violence,1,1990,20,3,2013
Male,31,Hispanic,F,violence,0,0,0,2,0,NA,NA,0,NA,NA,0,1984,28,2,2013
Male,20,African-American,F,other,0,0,1,2,1,F3,robbery,1,M1,violence,1,1995,17,9,2014
Male,35,Hispanic,M,violence,0,0,0,1,1,M2,traffic,0,NA,NA,1,1981,13,9,2014
Male,40,African-American,M,drugs,2,0,0,23,1,F2,violence,1,F3,violence,1,1975,20,7,2013
Male,31,African-American,M,other,0,0,0,3,1,M1,violence,0,NA,NA,1,1985,22,6,2013
Male,32,African-American,M,other,0,1,0,13,1,M2,traffic,0,NA,NA,1,1984,13,11,2011
Female,33,African-American,F,other,0,0,0,1,0,NA,NA,0,NA,NA,0,1982,19,7,2013
Male,36,Other,M,other,0,0,0,8,0,NA,NA,0,NA,NA,0,1980,19,1,2013
Male,33,African-American,M,traffic,0,0,0,16,1,M1,drugs,1,M1,violence,1,1982,4,10,2013
Female,30,African-American,M,traffic,0,0,0,1,0,NA,NA,0,NA,NA,0,1985,2,2,2013
Male,63,African-American,M,violence,0,0,0,2,0,NA,NA,0,NA,NA,0,1952,28,3,2014
Male,45,African-American,F,traffic,0,0,0,0,1,M1,drugs,0,NA,NA,1,1970,29,3,2013
Male,27,Hispanic,F,traffic,0,0,1,6,1,F3,traffic,0,NA,NA,1,1988,1,8,2014
Male,49,Caucasian,F,drugs,0,0,0,3,0,NA,NA,0,NA,NA,0,1966,24,9,2013
Female,28,African-American,F,violence,0,0,0,1,1,M1,violence,0,NA,NA,1,1987,21,1,2013
Female,21,Caucasian,M,violence,0,0,0,0,1,M1,other,0,NA,NA,1,1994,26,12,2013
Male,23,Caucasian,F,drugs,0,0,0,0,0,NA,NA,0,NA,NA,0,1992,9,3,2013
Male,56,Hispanic,M,violence,0,0,0,10,1,F3,violence,1,F3,violence,1,1959,3,1,2014
Male,26,Hispanic,F,violence,0,0,0,0,0,NA,NA,0,NA,NA,0,1990,31,3,2013
Male,23,Other,F,violence,0,0,0,0,1,M2,traffic,0,NA,NA,1,1993,21,9,2014
Male,23,African-American,F,drugs,0,0,0,1,0,NA,NA,0,NA,NA,0,1992,4,11,2013
Male,28,African-American,F,drugs,0,0,0,5,0,NA,NA,0,NA,NA,0,1987,6,8,2013
Male,31,African-American,F,other,0,0,0,6,0,NA,NA,0,NA,NA,0,1984,6,4,2013
Male,46,African-American,M,traffic,0,0,0,3,1,M2,traffic,0,NA,NA,1,1970,10,11,2013
Male,40,Caucasian,F,robbery,0,0,0,10,1,F3,drugs,0,NA,NA,1,1976,12,1,2013
Male,32,Caucasian,F,drugs,0,0,0,2,0,NA,NA,0,NA,NA,0,1984,18,4,2013
Male,48,Caucasian,F,violence,0,0,0,1,1,M2,robbery,0,NA,NA,1,1968,1,3,2013
Male,55,African-American,M,violence,0,0,0,0,1,F3,violence,1,F3,violence,1,1960,7,2,2013
Male,20,Caucasian,F,robbery,0,0,0,1,1,M1,NA,0,NA,NA,1,1995,21,5,2014
Male,21,Other,M,violence,0,0,0,0,0,NA,NA,0,NA,NA,0,1994,3,1,2013
Male,46,Caucasian,F,other,0,0,0,1,0,NA,NA,0,NA,NA,0,1969,23,9,2013
Female,39,Caucasian,F,other,0,0,0,3,0,NA,NA,0,NA,NA,0,1976,19,5,2005
Male,24,Caucasian,M,violence,0,0,0,1,1,M2,robbery,0,NA,NA,1,1991,12,8,2013
Male,51,African-American,F,other,0,0,0,21,1,F3,traffic,0,NA,NA,1,1964,18,3,2013
Male,22,African-American,F,robbery,0,0,0,1,1,F3,other,0,NA,NA,1,1994,2,2,2014
Female,28,African-American,F,other,0,0,0,3,1,F3,robbery,0,NA,NA,1,1988,27,3,2014
Male,27,African-American,F,drugs,0,0,0,4,1,M2,traffic,0,NA,NA,1,1989,28,9,2014
Female,42,Caucasian,F,other,0,0,0,3,0,NA,NA,0,NA,NA,0,1973,8,2,2013
Male,25,African-American,F,other,0,0,0,7,1,M1,drugs,0,NA,NA,1,1990,24,2,2014
Male,26,African-American,F,other,0,0,0,0,0,NA,NA,0,NA,NA,0,1990,26,8,2013
Male,41,African-American,F,drugs,0,0,0,6,1,M2,traffic,0,NA,NA,0,1975,5,9,2013
Male,47,African-American,F,other,0,0,0,21,1,F3,other,0,NA,NA,1,1968,23,5,2013
Male,24,African-American,M,traffic,0,0,0,0,0,NA,NA,0,NA,NA,0,1991,19,4,2013
Female,23,African-American,F,traffic,0,0,0,0,1,M1,other,0,NA,NA,1,1992,23,4,2013
Male,29,Caucasian,M,violence,0,0,0,0,0,NA,NA,0,NA,NA,0,1986,16,2,2013
Male,24,African-American,M,violence,0,0,0,0,0,NA,NA,0,NA,NA,0,1992,16,3,2014
Male,23,African-American,F,drugs,0,0,0,6,1,M2,robbery,1,F3,violence,1,1992,26,4,2013
Male,28,Caucasian,F,other,0,0,0,1,0,NA,NA,0,NA,NA,0,1987,25,3,2013
Male,46,Asian,F,drugs,0,0,0,3,1,M2,robbery,0,NA,NA,1,1969,15,3,2013
